cell,x,y,numerical,exact,error,absError
138,7.3125000000000007e-01,1.8750000000000003e-02,2.2917275808800001e-17,-5.1225022792354564e-35,2.2917275808800001e-17,2.2917275808800001e-17
139,7.4375000000000002e-01,1.8750000000000003e-02,2.2917275808800001e-17,-5.1067113142572815e-35,2.2917275808800001e-17,2.2917275808800001e-17
140,7.5625000000000009e-01,1.8750000000000003e-02,2.2917275808800001e-17,-5.0594357758728776e-35,2.2917275808800001e-17,2.2917275808800001e-17
141,7.6875000000000004e-01,1.8750000000000003e-02,2.2917275808800001e-17,-4.9809671334970974e-35,2.2917275808800001e-17,2.2917275808800001e-17
142,7.8125000000000000e-01,1.8750000000000003e-02,2.2917275808800001e-17,-4.8717891724036571e-35,2.2917275808800001e-17,2.2917275808800001e-17
143,7.9375000000000007e-01,1.8750000000000003e-02,2.2917275808800001e-17,-4.7325750110280532e-35,2.2917275808800001e-17,2.2917275808800001e-17
144,8.0625000000000002e-01,1.8750000000000003e-02,2.2917275808800001e-17,-4.5641829509685736e-35,2.2917275808800001e-17,2.2917275808800001e-17
145,8.1875000000000009e-01,1.8750000000000003e-02,2.2917275808800001e-17,-4.3676511852715295e-35,2.2917275808800001e-17,2.2917275808800001e-17
146,8.3125000000000004e-01,1.8750000000000003e-02,2.2917275808800001e-17,-4.1441913976258831e-35,2.2917275808800001e-17,2.2917275808800001e-17
147,8.4375000000000000e-01,1.8750000000000003e-02,2.2917275808800001e-17,-3.8951812919303941e-35,2.2917275808800001e-17,2.2917275808800001e-17
148,8.5625000000000007e-01,1.8750000000000003e-02,2.2917275808800001e-17,-3.6221560982909361e-35,2.2917275808800001e-17,2.2917275808800001e-17
149,8.6875000000000002e-01,1.8750000000000003e-02,2.2917275808800001e-17,-3.3267991078163785e-35,2.2917275808800001e-17,2.2917275808800001e-17
150,8.8125000000000009e-01,1.8750000000000003e-02,2.2917275808800001e-17,-3.0109312945691762e-35,2.2917275808800001e-17,2.2917275808800001e-17
151,8.9375000000000004e-01,1.8750000000000003e-02,2.2917275808800001e-17,-2.6765000886546994e-35,2.2917275808800001e-17,2.2917275808800001e-17
152,9.0625000000000000e-01,1.8750000000000003e-02,2.2917275808800001e-17,-2.3255673696670712e-35,2.2917275808800001e-17,2.2917275808800001e-17
153,9.1875000000000007e-01,1.8750000000000003e-02,2.2917275808800001e-17,-1.9602967545158209e-35,2.2917275808800001e-17,2.2917275808800001e-17
154,9.3125000000000002e-01,1.8750000000000003e-02,2.2917275808800001e-17,-1.5829402580081528e-35,2.2917275808800001e-17,2.2917275808800001e-17
